	p	BH_p	bonferroni_p	F_stat	mgm4472467.3	mgm4472473.3	mgm4472682.3	mgm4473326.3	mgm4472586.3	mgm4472464.3	mgm4472337.3	mgm4472580.3	mgm4472934.3	mgm4472361.3	mgm4478571.3	mgm4473472.3	mgm4472444.3	sd	mean	mgm4472397.3	mgm4473666.3	median	mgm4472751.3	mgm4472312.3	mgm4472462.3	mgm4472428.3	mgm4472353.3	mgm4472419.3	mgm4472253.3	mgm4472495.3	mgm4478487.3	mgm4472255.3	mgm4472484.3	mgm4472305.3	mgm4472304.3	mgm4472167.3	mgm4472160.3
103	1.65660635176949e-15	1.20127845753431e-14	1.25570761464127e-12	7.88206465807989e-05	0.128568787130902	0	0	0	0	0	0	0	0	0	0.0757820099524885	0.07693321864122	0.0922397922679293	0.0727715383023346	0.0966224780463752	0.0887138137003481	0.104642618838984	0.108741790000884	0.130422618999767	0.112840961162785	0.0856203423077232	0.212666511242775	0.173301926988287	0.129827720655031	0.154747529965994	0.142934778239583	0.16467911665635	0.135881213271057	0.185693498725792	0.198446832970231	0.156715518003714	0.175025524354656	0.172990007315642
141	2.08985509047897e-14	1.12348238197381e-13	1.58411015858306e-11	6.16109768455448e-05	0	0	0	0	0	0	0	0	0	0	0.0930276306163629	0	0	0.0901758373081329	0.102944425239768	0.139006841330964	0.115402239711876	0.140515792943219	0.142024744555474	0.145039432113256	0.158230097032744	0.254344767708275	0.175511090030629	0.219424234872298	0.17609634137518	0.180173806786665	0.16811184088881	0.171288919616371	0.18740905692534	0.212734040244069	0.179537104774461	0.191357895667693	0.179612672942576
131	1.41483224205491e-14	8.18658656089788e-14	1.07244283947762e-11	6.4053540575472e-05	0	0	0	0	0	0	0	0	0	0	0.101267776607632	0.101970399787766	0	0.0853121883324913	0.0989231268071377	0.112439002821748	0.0835816096019809	0.107204701304757	0.15677983133828	0.101748518783513	0.151686215240652	0.293077473450652	0.139325192337066	0.148284039842111	0.169169795242421	0.16418711964692	0.165560209339904	0.141974901721186	0.192825847529162	0.19582767242003	0.168857875569776	0.183759275188719	0.195371047744612
4	2.03340023534281e-24	3.35457072739166e-22	1.54131737838985e-21	0.000437866638529842	0	0	0	0	0	0	0	0	0	0	0.105678063525496	0.105928885530304	0.0886318141987764	0.0902909972946842	0.109270392016571	0.0940630753028756	0.0902830590637586	0.1058034745279	0.117630696754588	0.111376224968044	0.103115177143041	0.187626114429501	0.214796890450274	0.154332708958044	0.202643278050663	0.205535770272769	0.199530512657668	0.188965439621838	0.232885015796963	0.24301115032438	0.215375710461368	0.2113513035509	0.205350869435892
188	4.97293429878856e-13	2.00504478642645e-12	3.76948419848172e-10	4.41766622443304e-05	0.107273034222733	0.127083149102427	0	0	0	0	0.0942592309733019	0.0764058492977788	0.0794012428551905	0.0956773400004823	0.114498637361224	0.11686054457316	0.0691400503251843	0.065532036479348	0.122987515173927	0.120074603468097	0.100746838597648	0.118467574020629	0.1280800057882	0.109710509602785	0.10865094741581	0.194956226736661	0.196700725936764	0.174420979009735	0.174982112853824	0.194628228730374	0.162892813788779	0.141555257213142	0.228452219212001	0.20332017589697	0.193237452870385	0.180114316952191	0.196502962432973
148	3.19213181837704e-14	1.63488913400662e-13	2.4196359183298e-11	5.90373072228451e-05	0.040961162785089	0.0513960013184234	0.0345282214951242	0	0	0.048511548263138	0	0.0305038145846564	0.0307305190890016	0.0386362357405279	0.0814576617279385	0.0816715035653705	0.0774750584849386	0.046663937707052	0.0828736269773001	0.0917477952584994	0.0926176331085046	0.092182714183502	0.0884855013626388	0.116304234229164	0.10434677749998	0.199363297987797	0.121881808169401	0.138593628156378	0.102447926296919	0.119815742296468	0.101074836603934	0.110171957778296	0.121328713492134	0.127563891278308	0.105985159698049	0.109995096108239	0.118613082940084
122	6.85088687488826e-15	4.25653463210271e-14	5.19297225116531e-12	6.8786505562692e-05	0	0.0640223167270944	0	0	0	0	0	0	0.0386458827407128	0	0.0746356247638495	0.0764846331326221	0.0636830638872587	0.0471443831614842	0.0674182751699613	0.0988608500614996	0.0806955487133313	0.0818660514024327	0.0753848751115434	0.0933861774565684	0.0864741018240869	0.171448095119422	0.103329018980473	0.140370284023764	0.083036554091534	0.0968285486892139	0.0897187095529419	0.0910033684108979	0.105374183019672	0.106779429379939	0.0895965142172665	0.0899711393911135	0.102819335804037
80	6.80650292912878e-17	6.44916152534952e-16	5.15932922027962e-14	0.000105635367115403	0	0	0	0	0	0	0	0	0	0	0.0691915009928371	0.0699568296741726	0.07661165196839	0.0627300041677554	0.0792838710196075	0.107546365894639	0.0955487133313503	0.104415110417956	0.105284144351279	0.117796303591096	0.117900812759766	0.20101132718605	0.120923539484368	0.185051973213496	0.122751646019407	0.129305174811683	0.103546076484633	0.115501925380454	0.139230330168581	0.137304145798329	0.116821956572421	0.126568642425899	0.120663070479376
192	7.17649266916722e-13	2.83321950168165e-12	5.43978144322875e-10	4.24107087201357e-05	0.0531212065181565	0.0696577726684406	0.0507255348055728	0.0503734192988239	0.0516259214894968	0.0611844908393694	0.0610639033370581	0.0395028579238048	0.0397054449276877	0.0509120434758142	0.0906882330715245	0.0919262647619201	0.0753527184442604	0.0424057940645011	0.100522331465567	0.116606506901625	0.103039608974926	0.106567999292553	0.103484978816795	0.109651019768311	0.127624988946146	0.216280920645384	0.123197015861276	0.169537989082811	0.128887138137003	0.12701079660104	0.109882547772749	0.121510398662283	0.141238514040405	0.141384826876543	0.128724746967224	0.129755368153645	0.132012766196911
147	3.03110457670065e-14	1.56297773410823e-13	2.29757726913909e-11	5.93474875720435e-05	0.0465692855592446	0.0570764765939658	0.0426879758181862	0.0423117428109751	0.04182939280173	0.0521806240001286	0.0491707599424396	0.0318141987764388	0.0315119261039786	0.0413438271257567	0.0955840856653616	0.0971018803611194	0.0904936852344623	0.0468116191765247	0.0990431783649943	0.10680676254713	0.104742304507561	0.105774533527345	0.0939730366344832	0.129321253145324	0.115172319540803	0.221541751412884	0.129747328986824	0.1624747771141	0.11379601418109	0.140289892355556	0.117389521749966	0.127724674614723	0.144473474769075	0.14592052479681	0.129482036481739	0.125632883407964	0.14313093391001
152	4.96927602294754e-14	2.47357052424876e-13	3.76671122539425e-11	5.64331405899467e-05	0	0	0	0	0	0	0	0	0	0	0.103666663986944	0.106317981204428	0.0777660763238498	0.0732379124533698	0.086266959292339	0.089045027373363	0.112014534813612	0.107102603886133	0.107887226567839	0.135869958437508	0.121151851822077	0.243236246995361	0	0.137432772467461	0.138984331663866	0.124512223553151	0.137456889967924	0.115371690877957	0.173789100497624	0.173670120828677	0.167438158709231	0.158842681544485	0.163555241134809
177	2.19647311894013e-13	9.40636510822947e-13	1.66492662415662e-10	4.82877008168811e-05	0	0	0	0	0	0	0	0	0	0	0.0935919801271796	0.0956773400004823	0	0.064495041449725	0.0692915082280872	0.0572211815967393	0.0486835864331021	0.0715501925380454	0.116908779574085	0.0886752256996085	0.0521130949988343	0.163971669976124	0	0.0858792034793514	0.139119389666455	0.128930549637836	0.125650569574969	0.12176122066709	0.159842753896986	0.159349149054192	0.137781672307482	0.150832455724289	0.152755424427812
79	6.47815363633009e-17	6.21574741308633e-16	4.91044045633821e-14	0.000106102601321231	0	0	0	0	0	0	0	0	0	0	0.111057873961943	0.113141626001881	0.116524507400053	0.093787599790869	0.117738153617759	0.136706031786866	0.127055815935236	0.135573313181822	0.1705251987684	0.134440594576778	0.168820895402401	0.328272945791898	0.174189451005298	0.22111406773802	0.17421356850576	0.184273781865247	0.170584688602873	0.180640078462268	0.203644958236528	0.221345595742457	0.195456262912912	0.200641525512296	0.199495140323657
94	3.16614480327963e-16	2.55312527753826e-15	2.39993776088596e-13	9.19303458272647e-05	0	0	0	0	0	0	0	0	0	0	0.120621266811908	0.122368981678739	0.0901126287271587	0.0939068739139066	0.116799768471996	0.147050831651808	0.14887250685339	0.147961669252599	0.137450458634467	0.156641557668963	0.15022469471264	0.335418157262181	0.162158033941362	0.237046088543383	0.167661647546848	0.163339791464013	0.1818765023193	0.171052568111841	0.207777089982394	0.216229469977732	0.186857570081437	0.192920709697647	0.208312498492656
38	2.87246270725988e-18	5.72980718974472e-17	2.177326732103e-15	0.000139283188286041	0	0	0	0	0	0	0	0	0	0	0.13506121825534	0.137617673304339	0.128600943798185	0.0997423030202129	0.126104300150332	0.134307144407554	0.121362477992781	0.135838605686907	0.1363860729474	0.135291138426413	0.173002869982555	0.313400487173509	0.199052986148516	0.24122484745681	0.200307096172553	0.197991816128176	0.190991309660667	0.19419250588869	0.247302457573297	0.238071886229711	0.212655256409226	0.217797107507778	0.228511709046474
14	4.29423577082755e-20	2.32502193877663e-18	3.25503071428729e-17	0.000198084548602367	0	0	0	0	0	0	0	0	0	0	0.115450474712801	0.115857256553931	0.123714738204532	0.0874955483746872	0.114541191350928	0.153493419941957	0.114944007203093	0.153939593700509	0.179215538101631	0.154385767459061	0.160529298743478	0.258066901946282	0.189369005796239	0.214230933106093	0.183291395679752	0.183717471521252	0.176406653214461	0.180414981791287	0.189774179804005	0.200678505679671	0.154454904293719	0.18494103271137	0.203299274063236
112	3.17172883304454e-15	2.12872045470245e-14	2.40417045544777e-12	7.40986692924157e-05	0.141134004871735	0	0	0	0	0	0	0	0	0	0.109638157101398	0.112223553150951	0.113379585339775	0.0964173521308995	0.126570625420381	0.0688490324862731	0.14802035517039	0.144577180021063	0.137873318809239	0.158313704367679	0.155049802638455	0.315296122709842	0.220359993890233	0.202643278050663	0.201974419371176	0.214325795274578	0.188561873447436	0.212790314411814	0.237152205545417	0.229129117058308	0.197940365460524	0.21377270059731	0.218691062858245
116	5.04014378658953e-15	3.29347326744385e-14	3.82042899023487e-12	7.0867556105995e-05	0.116182038893489	0	0	0	0	0	0	0.0863840631556945	0	0	0.107044721885024	0.108089813571721	0.120261112138338	0.0903083521070288	0.126443124234604	0.163762651638784	0.128068750954651	0.12959458481723	0.161749644266868	0.122563529515801	0.131120418679808	0.276325457629571	0.141296396041514	0.232211333617384	0.169988182424774	0.205793023611033	0.180699568296742	0.196416139431309	0.246119092217283	0.244186476513574	0.219565724208343	0.213309644588435	0.222155943757989
17	9.02954700600796e-20	4.02611566503178e-18	6.84439663055403e-17	0.000186311276275936	0	0	0	0	0	0	0	0	0	0	0.138272061483548	0.145488017621854	0.128461062295504	0.112518778902597	0.13822291537705	0.122217845342509	0.132003119196726	0.141880039552701	0.172234325634491	0.150682927221423	0.132921192047656	0.2755617367816	0.19068260565475	0.215832335136786	0.267942214468892	0.227219011021698	0.208010225820196	0.205006793095964	0.293276844787806	0.314755890699488	0.283391885265011	0.292189949433641	0.250537418301967
86	1.71651852341025e-16	1.5129314427267e-15	1.30112104074496e-13	9.72023084775003e-05	0	0	0	0	0	0	0	0	0	0	0.128895177303824	0.129892033989597	0.126113625583844	0.108482035018824	0.129422546647265	0.104414306501274	0.111024109461295	0.129393605646711	0.16979685025444	0.111713869974516	0.145965544131006	0.34962818853454	0.192531614023523	0.191531541671021	0.211021697711249	0.192927141031104	0.194158741388043	0.199623766992789	0.28792436751855	0.286260259986655	0.279031441181436	0.236261465861678	0.233960656317579
132	1.45675610371077e-14	8.36531156524818e-14	1.10422112661276e-11	6.38682395811141e-05	0	0	0	0	0	0	0	0	0	0	0.141462002878022	0.14191862755344	0.130168581328231	0.10599357362999	0.126606908859966	0.161949015604023	0.138220610815895	0.141690315215731	0.198491852304427	0.172268090135138	0.139038997998247	0.323928580041964	0	0.23493339550289	0.211524949554228	0.190978446993754	0.218901689028949	0.22034713122332	0.251378315151418	0.246564462059152	0.197848718958767	0.222844096437845	0.255439702229261
82	1.09446480743432e-16	1.01171259028685e-15	8.29604324035215e-14	0.000101233007885905	0	0	0	0	0	0	0	0	0	0	0.174821329517409	0.170832294940952	0.151078454229004	0.121009102346378	0.127355998424323	0.102792002636847	0	0.160955374584978	0.208105087988681	0.176737866887476	0.196644451769019	0	0.209098729007726	0	0.260901512167279	0.26249809069788	0.224633614972144	0.24247252614739	0.296945920524797	0.291252582582341	0.288998400205803	0.279972023699464	0.282895064755489
22	4.68334429916015e-19	1.61362499034699e-17	3.54997497876338e-16	0.000162432520402796	0	0	0	0	0	0	0	0	0	0	0.111987201646421	0.132815075045622	0.159707695894398	0.114728872200428	0.0993906311549871	0	0	0	0	0	0.115408671045333	0	0.236084604191622	0	0.230849498757949	0.236689149536542	0.22658070117613	0.232944505631436	0.263051185375148	0.280790410881816	0.242951660489907	0.242671897484545	0.269186677492745
184	3.40947018469319e-13	1.40455347825948e-12	2.58437839999744e-10	4.60446940423715e-05	0	0	0	0	0	0	0	0	0	0	0.14855094018056	0.151763391242132	0.148030002170575	0.105312067576532	0.105120734887036	0.104959362011721	0.148298510342388	0.126494682091148	0.180988978302289	0	0.180263845455057	0	0	0	0.231364005434477	0.229359037229382	0.204529266586811	0.230680676254713	0.255476682396636	0.246099798216913	0.210380172198953	0.239594504425561	0.243282874162922
183	3.30132954981404e-13	1.36743595560603e-12	2.50240779875904e-10	4.62066433726073e-05	0	0	0	0	0	0	0	0	0	0	0.0793272825204396	0.0998159030798048	0.107613894895933	0.0747731457453361	0.0730447808389139	0.0834963944336809	0.0759106366216205	0.0776189595710301	0.158633663207145	0	0.101743695283421	0	0	0	0.165857658512272	0.161989211438127	0.150192538045357	0.150530183051828	0.156659243835969	0.187719368764621	0.175777990369078	0.16832085922615	0.167754901881969
68	2.79725772254244e-17	3.11811963777526e-16	2.12032135368716e-14	0.000114305689582948	0	0	0	0	0	0	0	0	0	0	0.0760601651244865	0.0518027831595533	0.0594415994726307	0.0481952117564502	0.0611069932712174	0.072135443882596	0.0590653664654195	0.0789687356802341	0.0871944111712262	0.0960825140082482	0.0889855375388895	0.167708274714409	0.0903586272318737	0.103370822647941	0.0967176081870875	0.0953911456616636	0.0818773062359817	0.0890530665401838	0.110755601289482	0.111151128297063	0.0970102338593628	0.103287215313005	0.0957609473354182
63	2.09776167731283e-17	2.52397357365575e-16	1.59010335140312e-14	0.00011723605726544	0	0	0	0	0	0	0	0	0	0	0.0684117018112243	0.0473137124068462	0.059306541470042	0.0484045132521137	0.0607933049818717	0.0678489601337717	0.0529636388484697	0.0754950116969877	0.0872362148386941	0.0943074659742264	0.0838645882740713	0.161728742433134	0.105840454695275	0.0915854040887202	0.0960616121745142	0.087942053685556	0.0968398035227629	0.0825783215827512	0.113842641348651	0.112479198655851	0.0965166290165687	0.104414306501274	0.112717157993746
81	1.0075670619908e-16	9.42883744430895e-16	7.63735832989023e-14	0.000101988679635906	0	0	0	0	0	0	0	0	0	0	0.0685853478145525	0.0698474970054104	0.0615398220128466	0.0492313870163497	0.0616361848258046	0.0609819038354865	0.0783239945012099	0.0740857457533101	0.0814833870617649	0.0585299579551575	0.0923378701031425	0.179882788947753	0.0948300118175752	0.103431920315778	0.092439163605084	0.0999348827487519	0.0878552306838919	0.0942479761397529	0.110247525946411	0.112381120820638	0.0958895740045502	0.103407802815316	0.102907766639066
