	p	BH_p	bonferroni_p	F_stat	mgm4472467.3	mgm4472473.3	mgm4472682.3	mgm4473326.3	mgm4472586.3	mgm4472464.3	mgm4472337.3	mgm4472580.3	mgm4472934.3	mgm4472361.3	mgm4478571.3	mgm4473472.3	mgm4472444.3	sd	mean	mgm4472397.3	mgm4473666.3	median	mgm4472751.3	mgm4472312.3	mgm4472462.3	mgm4472428.3	mgm4472353.3	mgm4472419.3	mgm4472253.3	mgm4472495.3	mgm4478487.3	mgm4472255.3	mgm4472484.3	mgm4472305.3	mgm4472304.3	mgm4472167.3	mgm4472160.3
121	6.84103396871047e-15	4.25653463210271e-14	5.18550374828253e-12	6.87961534191927e-05	0.0143193639411211	0	0	0	0.00391668207506974	0.00974347018674985	0	0.0091582188421992	0.0180849096799608	0.0147792042832681	0.0542708073735238	0.0567082827535754	0.0439485171756799	0.0452185018881221	0.0617831407952879	0.0855061861388686	0.0738333159151386	0.0711836065310191	0.0932479037872515	0.0693780096630785	0.111845712310376	0.153065736267093	0.081623268564446	0.132982289715494	0.108165381739836	0.0920146955969483	0.0638502785571303	0.0779445458272705	0.10934070792903	0.103745447821788	0.094709424315264	0.104322659999518	0.0729892033989597
166	1.23067408982428e-13	5.61958409690847e-13	9.32850960086807e-11	5.13565216774471e-05	0	0	0	0	0	0	0	0	0	0	0.0387632545762957	0.0402488926047704	0.0412055534564398	0.0494653786760775	0.0566001291626135	0.06234695436165	0.0610510406701449	0.0619530351874332	0.0811923692228537	0.0754524041128377	0.0876751533471071	0.184431349534934	0.0796906528607375	0.0811441342219292	0.090019374392038	0.0834642377663979	0.0761791447934336	0.0615591160132164	0.109249061427274	0.135683449767266	0.116448939231938	0.114398951692647	0.077799840824497
18	1.00303066407556e-19	4.22387357427377e-18	7.60297243369277e-17	0.000184697975545705	0	0	0	0	0	0	0	0	0	0	0.0572260050968318	0.0495968357839393	0.0548849997186292	0.0431040153687995	0.0549091708135368	0.0711353715300946	0.056703459253483	0.065121270831491	0.0630238522079572	0.0672186894550249	0.0683522119767507	0.108469262245661	0.0862490051531059	0.104771245508116	0.0809126062174916	0.0866011206598548	0.0855737151401629	0.0781149761638704	0.126446447090224	0.108388870577453	0.0984653230539187	0.0943219364745038	0.100819191099034
53	1.25393504695806e-17	1.79336370866831e-16	9.50482765594209e-15	0.000122634382514704	0	0	0	0	0	0	0	0	0	0	0.0496064827841243	0.0565667934175302	0.0577324726065391	0.0445623799297698	0.0550181283211808	0.0577324726065391	0.0503283999646277	0.0577324726065391	0.0616861348489843	0.0542450820396974	0.0688313463192675	0.143401049915187	0.0797999855294997	0.0924134382712576	0.0961886310102821	0.0903216470644982	0.0790603821819907	0.0886302063654123	0.108075343071444	0.107078486385671	0.1056330441913	0.109115611258049	0.0940968398035228
15	7.30957212262728e-20	3.58820513602413e-18	5.54065566895148e-17	0.00018959301478119	0	0	0	0	0	0	0	0	0	0	0.0724264617215072	0.0732625350708653	0.0653407400856975	0.046889950857605	0.0588875400953445	0.0575314934360203	0.0466721868945503	0.0714095071186822	0.0743671165920364	0.0703925525158573	0.0519249784952288	0.13234558770329	0.0969957633590855	0.0778770168259762	0.0913490525841902	0.109752313270253	0.0966549026858856	0.0968607053564969	0.133126994718267	0.117296267414845	0.0952303623252486	0.09590886800492	0.111310303800114
106	1.79239934503191e-15	1.28173462597565e-14	1.35863870353418e-12	7.82356979538563e-05	0	0	0	0	0	0	0	0	0	0	0.0122822390687429	0.0367663255380212	0.0476899454140573	0.0491869143205361	0.0514900059757807	0.0293091943950929	0.0187714545264529	0.0415158652957208	0.0753736202779944	0.0426670739844522	0.0494553464478941	0.14439790660096	0.0768978463072087	0.0403646566069892	0.0970343513598251	0.0955856934987258	0.0984701465540111	0.0858583016456174	0.128774589801513	0.121251537490654	0.118600220273171	0.107509385727263	0.117640343754773
13	4.68441958893214e-21	2.73137696031583e-19	3.55079004841056e-18	0.000237285339530855	0	0	0	0	0	0	0	0	0	0	0.0731258692349125	0.0743381755914817	0.0673762571247116	0.0539896511290809	0.0686661146438783	0.0630897733758873	0.0628678923716346	0.0746589383476297	0.0870593531686376	0.0749797011037776	0.101946282287304	0.146213150469085	0.113742955680073	0.0956709086670258	0.110734699455748	0.107853462067191	0.124711594890306	0.102619964466883	0.12912992097499	0.140931417867852	0.125509080238924	0.130329364664646	0.127753615615278
42	4.02838991277107e-18	7.26357761793057e-17	3.05351955388047e-15	0.000135300250591122	0	0	0	0	0	0	0	0	0	0	0.0584141939529387	0.0599352043154247	0.0626331487004687	0.0559066986935024	0.0668048867415381	0.0418454711353715	0.0706514136874854	0.0666085166933299	0.0898280422217041	0.0464438745568409	0.0705838846861911	0.139453819006198	0.114966516870192	0.125991430248169	0.123499288533736	0.100815975432306	0.104920774010982	0.104890225177063	0.144833629442645	0.156199403493822	0.132165510366506	0.133286170221318	0.122788626186782
174	1.80940311976619e-13	7.88234232633779e-13	1.37152756478278e-10	4.93000366639437e-05	0	0	0	0	0	0	0	0	0	0	0.0582678811168011	0.05958469664204	0.0516227058227685	0.0514714680781727	0.058796804699161	0.0495405616161941	0.0588627794615366	0.0592237380517883	0.0879758181862032	0.084396781117605	0.0758013039528583	0.16324975279562	0	0.106396765039271	0.10053460459358	0.0775892146537933	0.118966806280197	0.0978414837086284	0.127033306268138	0.121336752658954	0.0907814874066452	0.111051442628486	0.123069997025508
124	8.84526283543922e-15	5.40702357198624e-14	6.70470922926294e-12	6.70899349720083e-05	0	0	0	0	0	0	0	0	0	0	0.0543415520415464	0.0522561921682437	0.0577453352734523	0.047791367501932	0.0566309995632052	0.0691705991591031	0.0604657893255943	0.0634033008818966	0.0879581320191975	0.0728155573956315	0.0663408124381989	0.132950133048211	0	0.0969539596916176	0.10162310778111	0.0996904920774011	0.0903634507319661	0.101105385437853	0.112419708821378	0.121426791327347	0.105012420512738	0.111274931466103	0.105015636179466
149	4.59900495916798e-14	2.3396280262076e-13	3.48604575904934e-11	5.68826226630454e-05	0	0	0	0	0	0	0	0	0	0	0.0599014398147776	0.0706417666873005	0.059702068477623	0.045820458926632	0.0528469637406779	0.0499023241231279	0.0418117066347244	0.0562637168283879	0.0528253651791528	0.0471561447371594	0.0733799069064482	0.129948308157343	0	0.103092667475943	0.0917992459261522	0.0873937825083808	0.099036103898192	0.0847054851235218	0.116373371063823	0.114448794526935	0.0970713315272005	0.103124824143226	0.103094275309307
46	6.54216360431091e-18	1.0780347852321e-16	4.95896001206766e-15	0.000129760892612754	0	0	0	0	0	0	0	0	0	0	0.0519040766614948	0.0516966661575194	0.0460933668834562	0.0370351501927625	0.0475552625725869	0.0701063581770385	0.0570957705943356	0.0610373740865497	0.0552146055582799	0.0650738397472486	0.0649789775787637	0.123904462541502	0.0680226061371	0.0995297087409861	0.0731644572356521	0.0730808499007163	0.0652667797509466	0.0683329179763809	0.0766872201365051	0.080616764878488	0.0789832061805115	0.0810524877201727	0.0758527546205111
76	5.3520047471437e-17	5.33792052412491e-16	4.05681959833493e-14	0.000107923362526073	0	0	0	0	0	0	0	0	0	0	0.0443086718492495	0.0447443946909342	0.0449630600284587	0.0361359370659699	0.0458115136947207	0.0658729329292312	0.0575507874363901	0.0608605124164932	0.0597937149793795	0.066319910604465	0.0662523816031707	0.128054280454374	0.0687027196501355	0.0939698209677549	0.0679904494698169	0.0703555723484818	0.0619273098536068	0.0645512939038998	0.0736403759114405	0.0803884525407787	0.0682525263081734	0.0731580259021955	0.073548729409684
90	2.27208869166604e-16	1.91360358698096e-15	1.72224322828287e-13	9.47580041754752e-05	0	0	0	0	0	0	0	0	0	0	0.0577244334397183	0.0588788577951781	0.0351231198398598	0.0371507316778896	0.0465424347420633	0.0629080882057384	0.0639949835599039	0.0610872169208383	0.0500598917928146	0.0728364592293655	0.0762852617954675	0.131046458345057	0.0747578200995249	0.108322949409523	0.0630367148748704	0.0683666824770281	0.0592663456359383	0.0645287842368017	0.0722512078848148	0.0754250709456472	0.0647120772403148	0.0645947054047318	0.0721531300496017
98	9.31537376283369e-16	7.20515644104892e-15	7.06105331222794e-13	8.32001814291655e-05	0	0	0	0	0	0	0	0	0.0317289836081389	0	0.0621507986912236	0.0644741179024206	0.0502914197972522	0.0417874208590191	0.054831458867603	0.0845607801207483	0.0699777315079065	0.0692389320770795	0.0602648101550755	0.0843839184506918	0.0764910644660787	0.148321020009486	0.0807405680475276	0.131451632352823	0.0685001326462525	0.0766020049682051	0.0712414885321285	0.0742063332556214	0.0868326486642924	0.0873857433415601	0.0733766912397199	0.0785458755054626	0.0834160027654734
56	1.65075822120624e-17	2.23441916370417e-16	1.25127473167434e-14	0.000119724409420628	0	0	0	0	0	0	0	0	0	0	0.0497592269537185	0.0509120434758142	0.0453457243691264	0.0400635757836307	0.0512307696430341	0.0684036626444035	0.063557652884855	0.0671688466207362	0.074490919761076	0.0789188928459454	0.0821876180752627	0.126933620599561	0.0753446792774397	0.114738204532482	0.0831796512609433	0.0767177689704239	0.0838115297730543	0.0748832311019286	0.0909165454092338	0.0861364568176154	0.0699986333416405	0.0747529965994324	0.0659340305970689
157	5.64410733782811e-14	2.72498940259472e-13	4.2782333620737e-11	5.56995656065513e-05	0	0	0	0	0	0	0	0	0	0	0.0363579358635271	0.0385461970721354	0.0474037510752386	0.0386372071463481	0.0455619243621592	0.0367647177046571	0.0464422667234768	0.0517440972417619	0.0809640568851444	0.0858518703121608	0.0648953702438279	0.151718371907935	0.0750713476055342	0.0861203784839739	0.0777660763238498	0.0691802461592881	0.067562765794953	0.0625463256988046	0.0578546679422145	0.0776020773207065	0.0560844434082852	0.0730535167335257	0.0750713476055342
186	3.71675856877695e-13	1.51467902964136e-12	2.81730299513293e-10	4.56129992212655e-05	0.0351970801746107	0.0466143048934408	0	0	0	0	0.039258467252454	0.0256192168243683	0.0254375316542194	0.0325538021239479	0.0591730913008176	0.0612616668408486	0.0505149086348691	0.0353245649777944	0.0608965278838501	0.0819158942367213	0.0690066001559598	0.0709617255267664	0.0623678561953839	0.079674574527096	0.0755553054481434	0.143315834746887	0.0811907613894896	0.125047632063413	0.0747144085986928	0.0820541679060382	0.072916850897573	0.0763093792959298	0.0897798072207796	0.0945550723123055	0.0781037213303213	0.0819030315698081	0.082854868921385
135	1.79329030339729e-14	1.00689929627789e-13	1.35931404997515e-11	6.25608702897513e-05	0.0344896334943846	0.0452363917003642	0	0	0	0	0.036303269529146	0	0	0.0326679582928025	0.0616395076814239	0.0626910307015781	0.0498798144560298	0.0371609826113113	0.0591911526289415	0.0778014486578611	0.064371216567115	0.0684309958115941	0.0605333183268886	0.0777725076573064	0.0724907750560732	0.136251014944811	0.0819625214042817	0.113628799511219	0.0785346206719136	0.0826426349173172	0.0747819375999871	0.0794896736902187	0.0929761799487101	0.094612954313415	0.0940486048025983	0.0851797959659461	0.0857489689768552
172	1.67644248547154e-13	7.38804304643854e-13	1.27074340398743e-10	4.97026089617717e-05	0	0.0515519611547459	0	0	0	0	0	0.0323287054529669	0.0315682002717238	0.0347324163323713	0.0592132871349213	0.0599094789815983	0.0464277962231994	0.0354703818813757	0.0561572782596812	0.0768881993070238	0.0653745045863447	0.0666913201115836	0.0568047527554244	0.0742208037558987	0.0695050284988464	0.133038563883239	0.0778898794928894	0.119090609449237	0.0680081356368226	0.0795523791914206	0.0691963244929295	0.0732368097370388	0.0876060165124486	0.0854241866372969	0.0729683015652258	0.0782017991655345	0.0819802075712873
189	5.49251840568839e-13	2.20281955106445e-12	4.1633289515118e-10	4.36934663036059e-05	0	0.035703547684318	0.0275550481948051	0.0283026907091349	0.027190070021143	0.0338609706490019	0.028924922221061	0.0226479407674189	0	0.0278187328665257	0.0480967272551873	0.0516178823226761	0.0310906737625712	0.0272495626460623	0.0525681118408888	0.0520938009984645	0.0415158652957208	0.0534194596072063	0.0593563843043307	0.0547451182159481	0.0567018514201188	0.115207691874814	0.0588434854611668	0.076954120474954	0.0684309958115941	0.0682428793079885	0.0728187730623598	0.0732368097370388	0.0906930565716169	0.0736548464117179	0.0872281756718734	0.0790764605156322	0.0854338336374818
134	1.59484436873422e-14	9.0215823246309e-14	1.20889203150054e-11	6.32960922255044e-05	0.019843879380341	0.0259230973301927	0.0192103930348659	0.0199451728822825	0.0192682750359753	0.0237460909551334	0.0226929601016151	0.015870923137526	0.0152615542925131	0.0191573345338489	0.0471143410696915	0.0486048025982587	0.0465033643913145	0.0267996681932619	0.0521351223159232	0.0666881044448553	0.0555538583981156	0.0592076597181468	0.0522095650006833	0.064093061395117	0.062861461038178	0.117021327909575	0.0708330988576344	0.0976453280382021	0.0639161997250605	0.0696127533342444	0.0638776117243209	0.0654066612536277	0.0774429018176556	0.0791906166844868	0.0685869556479167	0.070722158355508	0.0752498171089548
205	1.92759391202045e-12	7.12739602590975e-12	1.4611161853115e-09	3.78857198357336e-05	0.0558207587365645	0.0714424677026473	0.0462316405527731	0.0434693828331632	0.0429596996567276	0.0468603033981558	0.0579077264432314	0.0422088414756695	0.0446704343561833	0.0524877201726813	0.0522143885007758	0.060441671825132	0.0675643736283172	0.0300969098082498	0.077399758289051	0.0601988889871454	0.0669051619490156	0.0657234044263652	0.0645416469037149	0.0632457332122099	0.0568947914238168	0.136836266289362	0.101431775610776	0.110261996446688	0.0838903136078977	0.106666881044449	0.106896801215522	0.0932125314532402	0.126464133257229	0.121056989653592	0.11754226591956	0.0930002974491724	0.128666864966115
89	2.10005041803212e-16	1.78858226614421e-15	1.59183821686834e-13	9.54392589039648e-05	0.0364946016994799	0.0470114397343859	0.0305150694182055	0.0281933580403727	0.0300391507424171	0.0350555908385655	0.0369383637079853	0.0298526420721756	0.0356520970166652	0.0367775803715703	0.0577260412730825	0.0585621146224405	0.0490437411066717	0.0273785267296931	0.0639181291250975	0.0501306364608372	0.0475404169111913	0.0581440779477615	0.0674389626259135	0.0517159601578892	0.0627955398702478	0.0996840607439445	0.0845511331205634	0.0849305817945028	0.0812534668906914	0.0926674759427933	0.0827535754194435	0.0850736789639122	0.113131979001696	0.106073590533077	0.103033177641469	0.0904518815669944	0.102455965463739
44	4.29062181713524e-18	7.26357761793057e-17	3.25229133738851e-15	0.000134568511638645	0	0	0	0	0	0	0	0	0	0	0.0348546116680467	0.0352839031762748	0.0275100288606089	0.0257058970092206	0.032833457940419	0.0480919037550948	0.0374432233843284	0.0396113866758849	0.0320264327805066	0.0454003907035075	0.0417795499674414	0.0780956821635006	0.0548978623855424	0.0713459977007983	0.0469471263998199	0.0558673859041249	0.0475645344116536	0.0516307449895893	0.0561391097426663	0.0560764042414644	0.0567179297537603	0.0513300801504932	0.0560008360733494
58	1.85949845960978e-17	2.43017212480038e-16	1.40949983238422e-14	0.000118482458607377	0	0	0	0	0	0	0	0	0	0	0.0319605116125765	0.0320376876140557	0.0277190471979484	0.024578892076066	0.0313619688455488	0.0472654774059217	0.0378725148925565	0.0387222548255099	0.0369898143756381	0.0504682814673087	0.0410447701200248	0.0771309821450105	0.0497929914543657	0.0716096823725189	0.05326591152093	0.0499971862916127	0.0395719947584632	0.0446479246890852	0.0480999429219156	0.0494022879468772	0.0533559501893224	0.0528301886792453	0.0457959177110884
34	2.27354830468711e-18	5.06867533809655e-17	1.72334961495282e-15	0.000142095900796007	0	0	0	0	0	0	0	0	0	0	0.0334622279746927	0.0343208109911489	0.0374866348851605	0.0242122240151796	0.0312877941330161	0.0483973920942833	0.0392134479182578	0.0378266916416783	0.0413550819593057	0.038166748398196	0.0373724787163058	0.0773142751485236	0.0350539830052013	0.0643358442331037	0.0472204580717254	0.044474278685757	0.0442942013489722	0.0470403807349406	0.0543704930421011	0.0540071227018032	0.0513188253169441	0.0544203358763898	0.0550088028876687
33	2.08623994971168e-18	4.79202994509534e-17	1.58136988188146e-15	0.00014314244450091	0	0	0	0	0	0	0	0	0	0	0.0271354036867619	0.027757635198688	0.0353530400109333	0.0260407916216882	0.033067183317121	0.0443810243506363	0.0333866598065776	0.0405495574438665	0.0416959426325056	0.0394031722552275	0.0483105690926192	0.0817711892339478	0.0524780731724964	0.0587357606257687	0.0542434742063333	0.0532434018538319	0.0495405616161941	0.0507834168066822	0.0614835478451013	0.0621717005249576	0.0546277463803651	0.0582373322828822	0.0572758479311204
23	5.8154105670394e-19	1.82327545970054e-17	4.40808120981585e-16	0.000159503055235331	0	0	0	0	0	0	0	0	0	0	0.0259600774975682	0.0265855246762226	0.0333319934721965	0.024026768552452	0.0306425706039826	0.0408920259504305	0.031013497761092	0.036496209532844	0.0369013835406099	0.0360910355250782	0.0434983238337179	0.0728187730623598	0.0489922904390189	0.0554734667299081	0.0496177376176733	0.0499119711233128	0.0460756807164505	0.0477462195818025	0.0582180382825124	0.0577662371071862	0.0511081991462405	0.0537273596964411	0.0535472823596562
35	2.34665517569239e-18	5.08218463764235e-17	1.77876462317483e-15	0.00014171233588752	0	0	0	0	0	0	0	0	0	0	0.0308687927583185	0.0309797332604449	0.0282624948750312	0.0210047290839898	0.0271636479595255	0.0395945044255613	0.0324460772885498	0.0343039287408253	0.0298156619048002	0.0407633992812985	0.0361617801931008	0.0671366899534532	0.0399128554316631	0.0597294016448135	0.0383966685692695	0.0437652241721668	0.0377551430569736	0.0410721032872153	0.0474761035766253	0.0460628180495373	0.0392198792517143	0.0416911191324131	0.0437989886728139
74	5.21191666567507e-17	5.33792052412491e-16	3.95063283258171e-14	0.000108178296057515	0.010227428029359	0	0	0	0	0	0	0	0	0	0.0331519161354117	0.0337307361465058	0.0339317153170245	0.025223348022773	0.0329822361210485	0.0474953975769951	0.0381169055639074	0.042075391306445	0.044281338682059	0.0427555048194805	0.0500261272921674	0.0892878102113497	0.0413952777934095	0.0617070366827182	0.0556406813997797	0.0467686568963993	0.0431333456600558	0.0446302385220796	0.0517690186589062	0.0578000016078334	0.0539974757016183	0.0578160799414749	0.0518043909929175
73	5.21191666567507e-17	5.33792052412491e-16	3.95063283258171e-14	0.000108178296057515	0.010227428029359	0	0	0	0	0	0	0	0	0	0.0331519161354117	0.0337307361465058	0.0339317153170245	0.025223348022773	0.0329822361210485	0.0474953975769951	0.0381169055639074	0.042075391306445	0.044281338682059	0.0427555048194805	0.0500261272921674	0.0892878102113497	0.0413952777934095	0.0617070366827182	0.0556406813997797	0.0467686568963993	0.0431333456600558	0.0446302385220796	0.0517690186589062	0.0578000016078334	0.0539974757016183	0.0578160799414749	0.0518043909929175
41	3.5081444062173e-18	6.48578892661636e-17	2.65917345991271e-15	0.000136916716343121	0	0	0	0	0	0	0	0	0	0	0.0294860560651494	0.0289747650553497	0.0260131359985851	0.0269870831688949	0.0330462278889416	0.0279521830357502	0.0409097121174362	0.0335474431429927	0.0492817004445659	0.0286724923828894	0.0376088302208359	0.0781278388307836	0.0519603508292401	0.0524941515061379	0.0603146529893642	0.0547081380485726	0.0539122605333183	0.0510824738124141	0.0632200078783835	0.0680724489713886	0.0716836427072698	0.0642409820646188	0.0526710131761944
29	9.54141560366908e-19	2.4939286302004e-17	7.23239302758116e-16	0.000152977381421928	0	0	0	0	0	0	0	0	0	0	0.0337001873125869	0.0341953999887452	0.0285422578803933	0.0269488427831411	0.0302147797402277	0.0116809093905508	0.0256272559911891	0.0291122348079845	0.0296822117355757	0.0151618686239358	0.0267270140122678	0.0507158878053878	0.0398517577638254	0.0430786793256747	0.0719891310464583	0.0521404281660249	0.0459647402143242	0.0571150645947054	0.0727624988946146	0.0688136601522618	0.078132662330876	0.063183027711008	0.057378749266426
27	6.49451680895968e-19	1.82327545970054e-17	4.92284374119144e-16	0.000158026588737281	0	0	0	0	0	0	0	0	0	0	0	0.032608468458329	0.0246271836386877	0.0234357045244334	0.0271110718085178	0.0279135950350106	0.0195158813740544	0.0285092972964282	0.0388532932446881	0.0256176089910042	0.0291049995578458	0.0480066885867949	0.039451407256152	0.0383725510688072	0.0603677114903811	0.0574301999340788	0.0449019623606209	0.0532273235201904	0.0575781206035806	0.0583884686191123	0.0492125636099075	0.0568095762555169	0.0513445506507706
156	5.54833380793693e-14	2.69592117077961e-13	4.20563702641619e-11	5.57977570409084e-05	0.0405704592776005	0	0	0	0	0	0	0	0	0.0369367558746212	0.025165807815678	0.0258957641630021	0.0283846902107066	0.0248308636157116	0.0342620178844664	0.0337982651478001	0.0287577075511894	0.0355443721812671	0.0435722841684688	0.0341519884879131	0.0331020733011231	0.0631380083768118	0.0482157069241344	0.0512705903160196	0.0673231986236946	0.0454630962047093	0.0544798257108633	0.0440160461769742	0.0734233184072803	0.0730904969009012	0.0628084025371611	0.0669662596168533	0.0473297907404877
169	1.48672708710049e-13	6.66827888770517e-13	1.12693913202217e-10	5.03406963107577e-05	0.02610799816707	0.0362148386941177	0	0	0	0	0	0.0193502745375469	0.0181347525142494	0	0.045299097201566	0.0462380718862297	0.0353707261779389	0.0266728145089928	0.0408749829167705	0.0585235266217009	0.0502271064626862	0.0478233955832817	0.0426043684832504	0.0591730913008176	0.0531565788521678	0.104493090336118	0.0532498331872885	0.0904004308993416	0.0473908884083254	0.0570202024262205	0.0482559027582381	0.0523896423374681	0.0583338022847312	0.0610220996695902	0.0541421807043918	0.0518172536598307	0.0573337299322298
136	1.91780682646487e-14	1.06767486858124e-13	1.45369757446037e-11	6.21428857866079e-05	0.0204596795588105	0.0281258290390784	0	0	0	0	0	0.015324259793715	0.0142743446069249	0.0196621942101921	0.0348321020009486	0.0348240628341279	0.0341584198213697	0.0229011110897896	0.037055146004668	0.0498058541212789	0.039890345764565	0.0420721756397167	0.0399417964322178	0.0471416742368821	0.0442025548472156	0.0862297111527361	0.0525584648407039	0.0716981132075472	0.0481320995891986	0.0536775168621524	0.0471561447371594	0.0510085134776632	0.0589319162961951	0.0594223054722609	0.0509683176435594	0.0537305753631694	0.0554975842303704
60	1.94892451758819e-17	2.4334462484883e-16	1.47728478433184e-14	0.000117995545848083	0	0	0	0	0	0	0	0	0.0249648286451592	0	0.0408196734490437	0.040972417618638	0.0387359214091052	0.0283037336029718	0.0384540146259242	0.0523639170036417	0.0432137373282633	0.046348208471674	0.043392206831684	0.049304210111664	0.0521130949988343	0.0923041056024954	0.0579720397777974	0.0773319613155293	0.0553705653946025	0.0618420946853068	0.0527674831780434	0.0598998319814134	0.0694021271635408	0.0637280832214549	0.0550377438882234	0.0599352043154247	0.0621491908578595
110	2.57315477055309e-15	1.77313756007205e-14	1.95045131607925e-12	7.55944429366819e-05	0.0303784035822527	0	0	0	0	0	0	0	0.0234389947825807	0	0.0380509843959772	0.0385301187384939	0.0344140653262696	0.0249625052532485	0.0359517435612974	0.0513783151514177	0.042610799816707	0.0445562781873287	0.0387407449091976	0.0484408035951154	0.0482366087578683	0.0878246818499731	0.0510487093117669	0.0737513164135669	0.047943983085593	0.0537064578627071	0.0465017565579503	0.0512496884822857	0.0583997234526614	0.0572549460973865	0.048286451592157	0.052463602672219	0.0559011504047721
167	1.24161283059805e-13	5.63558398558876e-13	9.41142525593323e-11	5.13086456217281e-05	0.0336358739780209	0.0398163854298141	0	0	0	0	0	0.0235676214517127	0	0	0.0376377712213906	0.038637843573892	0.0439999678433327	0.0296933373715081	0.044140331696023	0.0399803844329574	0.0491241327748792	0.0521484673328456	0.0555554662314798	0.0646718814062111	0.055172801890812	0.108557693080689	0.0650127420794109	0.0904293718998963	0.0556037012324043	0.063642868053155	0.0591859539677308	0.0627424813692309	0.0659099130966067	0.06858052431446	0.072617793891841	0.0618903296862313	0.0682364479745319
162	8.43650843204e-14	3.94745271079403e-13	6.39487339148633e-11	5.34288296763218e-05	0.0339863816514056	0	0	0	0	0	0	0	0	0	0.0411139069546832	0.0446254150219871	0.0281467308728123	0.0333491218887116	0.0421340236297911	0.0663568907718404	0.0561085609087474	0.0497793248707704	0.0537000265292505	0.0669566126166684	0.0750022107708757	0.126066998416284	0.0645689800709054	0.103240588145445	0.0586151731234575	0.0544942962111407	0.0460997982169128	0.0489633494384642	0.059274384802759	0.0660224614320972	0.0551695862240837	0.0649130564108336	0.0505953003030766
67	2.59843589718158e-17	2.93972300009497e-16	1.96961441006364e-14	0.000115050544348543	0.0138321904317836	0	0	0	0	0	0	0	0	0.0194563915395808	0.0490807212740472	0.0502431847963277	0.0361553488596442	0.0308789997272592	0.0422908945716865	0.0534508123578072	0.0475275542442781	0.0496619530351874	0.0453280382021207	0.0466609320610012	0.0562227170776021	0.102579768632779	0.0723878737207676	0.0808515085496539	0.0736339445779839	0.0672122581215683	0.0621202498573048	0.0564864017493227	0.069736556503284	0.0675708049617738	0.0645400390703507	0.0574929054352807	0.0761566351263355
10	3.52044734582643e-22	2.66849908813644e-20	2.66849908813644e-19	0.000292018705001468	0	0	0	0	0	0	0	0	0	0	0.0434533044995217	0.0434967160003537	0.0314363579358635	0.0293187379263924	0.0377919088465672	0.0480806489215458	0.0401701087699271	0.0447749435248531	0.0397472485951556	0.0460531710493524	0.0470162632344784	0.0575089837689222	0.0632409097121174	0.0755778151152415	0.0684792308125186	0.0651767410825542	0.0532225000200979	0.0621926023586915	0.0799607688659147	0.0643663930670225	0.070260710179997	0.0702703571801818	0.0640464342275567
31	1.30154374022951e-18	3.18248437127088e-17	9.86570155093973e-16	0.000149005593146869	0	0	0	0	0	0	0	0	0	0	0.0531614023522602	0.0461271313841033	0.0424548399803844	0.0363804400117322	0.0458517095288244	0.0367566785378363	0.0409756332853663	0.0509409844763689	0.0754057769452774	0.0487205666004775	0.0596152454759589	0.0896463570515552	0.0834079635986526	0.0957513003352333	0.0848132099589199	0.0819078550699006	0.0579286282769654	0.0780860351633157	0.0864162198229775	0.0862827696537531	0.0731499867353747	0.0890852232074668	0.0658584624289539
8	7.24455651268982e-23	6.86421729577362e-21	5.49137383661889e-20	0.000330995175604341	0	0	0	0	0	0	0	0	0	0	0.0607696698314187	0.0617408011833654	0.0479423752522289	0.0323797396924382	0.0409074075562809	0.034761357332926	0.0262848598371265	0.0492157792766358	0.0504891833010427	0.040629949112074	0.0372438520471738	0.0667427707792364	0.0753350322772548	0.0559992282399852	0.0686802099830374	0.0785764243393815	0.067176885787557	0.0716273685395246	0.0812534668906914	0.082062207072859	0.0699327121737103	0.0702703571801818	0.0797035155276507
12	2.73996878820809e-21	1.73074695121811e-19	2.07689634146173e-18	0.000247781006946234	0	0	0	0	0	0	0	0	0	0	0.0401299129358233	0.0456126247075753	0.0362871911955045	0.0351664922245188	0.0410943985765316	0.0243104404659501	0.0358868406878311	0.0389939786640513	0.0383227082345186	0.0266401910106037	0.0396652490935839	0.0740021384183743	0.0703378861814762	0.0600606153178285	0.0883263258595879	0.0722190512175318	0.0678618228006849	0.0768126311389088	0.0917960302594239	0.0835687469350676	0.0989090850624241	0.0793240668537113	0.082758398919536
85	1.67219158224285e-16	1.49120143451774e-15	1.26752121934007e-13	9.74329760441443e-05	0	0	0	0	0	0	0	0	0	0	0.0476127694125781	0.0452974893682019	0.0424162519796448	0.0351044152556564	0.0423046147497274	0.0575893754371297	0.0526517191758246	0.0531662258523527	0.0553030363933082	0.0536807325288807	0.0671929641211985	0.103711683321141	0.0639917678931756	0	0.0788449325111945	0.0755488741146867	0.0580090199451729	0.0708990200255645	0.0846202699552218	0.0851508549653914	0.0754925999469415	0.0814496225611178	0.0696754588354463
117	5.23962445878465e-15	3.39456011945194e-14	3.97163533975876e-12	7.06017714948805e-05	0	0	0	0	0	0	0	0	0	0	0.0422409981429525	0.0424869966476674	0.0417747264673489	0.0326433440285818	0.0387385475369332	0.0396089749258387	0.0513590211510479	0.0467509707293936	0.0510149448111198	0.0656108560908747	0.0589560337966573	0.113011391499385	0.0642249037309773	0	0.0611410793385374	0.06639547877258	0.0604448874918603	0.0627875007034271	0.0708540006913684	0.0726290487253901	0.0607744933315111	0.0664742626074234	0.0703668271820309
