	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
139	255497	253686	247312	208755	250242	269735	134108	0	0	0	74886	184813	294871	123569	162232	0	0	0	287970	252140	0	0	0	194123	0	0	137989	115798	211942	137167	135637.5	126561.166666667	110777.636574226	38.3563859430343	1.28728750651186e-08	9.75763929935994e-06	6.98755484880518e-08
140	9033	7263	7299	4571	8630	8512	5195	0	3677	14	4540	8577	9091	4680	2100	0	0	29	6103	4609	2	0	0	8969	0	0	10315	4904	5820	9912	4644.5	4461.5	3729.85586067067	38.3279708504115	1.29684805765558e-08	9.83010827702929e-06	6.98755484880518e-08
141	111711	119016	109524	106534	111664	132311	90208	0	109160	0	86456	136472	158191	0	98412	0	0	0	116560	112060	0	0	0	88333	0	0	0	71775	104558	57859	87394.5	64026.8	56085.3128929798	38.3192551039708	1.29979582279885e-08	9.8524523368153e-06	6.98755484880518e-08
142	6656	6233	6224	5817	5783	6765	5002	2346	5698	1597	5847	6682	9935	4025	4125	2092	1681	3026	6423	5913	1516	2251	0	5423	0	0	3781	4544	5794	3686	4773	4295.5	2415.09513984082	37.9723607319293	1.42316645055022e-08	1.07876016951707e-05	7.59690260223289e-08
143	21061	19105	20864	21269	18450	12207	9957	0	0	0	9152	13530	16515	6597	8910	0	0	0	16632	24417	0	0	0	8284	0	0	14900	7225	17075	14132	9031	9342.73333333333	8378.11228402187	37.880163228695	1.45803147592362e-08	1.1051878587501e-05	7.7285864248259e-08
144	16057	27321	27054	16147	22339	21591	8047	0	15282	177	12798	17801	29712	9252	23743	0	1964	0	22963	18393	0	42	0	21030	131	0	8462	10862	12755	8577	11808.5	11750	9946.30474095782	37.7533909888286	1.50747708323476e-08	1.14266762909195e-05	7.93519186869409e-08
145	19413	30957	31211	18066	34661	33048	7190	0	16597	1548	10147	17902	33217	10656	22689	0	1804	0	26981	19906	0	0	0	22537	0	0	10718	12980	15653	10460	11849	13611.3666666667	11932.3777596442	37.2651473590215	1.71541650290869e-08	1.30028570920479e-05	8.9674876496882e-08
146	101220	103895	98273	85352	100094	108251	77207	53199	84294	0	77455	115094	137450	47526	69713	0	0	69362	113487	89386	0	0	0	71644	0	0	57920	62268	85026	54468	70678.5	62086.1333333333	42940.8331060737	37.1332454326001	1.77673658288907e-08	1.34676632982991e-05	9.22442691664323e-08
147	89021	78138	70776	79439	80532	90756	80432	30582	80697	25714	66429	101052	137789	56283	71632	32454	28964	35499	89856	87254	19787	26016	26550	58447	19599	26316	60393	65145	73011	59449	65787	61600.4	29114.7206049354	36.9114666328703	1.88521064700185e-08	1.4289896704274e-05	9.72101816617282e-08
148	73772	68412	63718	68522	65918	79339	72336	0	75805	24030	57063	86199	123995	48186	64899	30172	25476	31966	75461	74520	18972	0	21475	55034	19113	0	50796	57604	62864	50663	57333.5	51543.6666666667	29022.8693765895	36.7185484137846	1.98536234509869e-08	1.50490465758481e-05	1.01682747134109e-07
149	64120	64139	57095	52683	60374	71182	29329	0	0	0	31037	64119	80822	37132	45639	0	0	0	72379	54355	0	0	0	32855	0	0	43936	26005	61596	37256	34993.5	32868.4333333333	28498.2635317134	35.3784315783944	2.86037412937932e-08	2.16816359006953e-05	1.45514334903995e-07
150	23631	22844	24987	22388	21558	24179	23999	0	21519	0	0	35171	43134	14105	23202	0	0	0	22828	24435	0	0	0	19417	0	0	17129	20474	19976	16777	19696.5	14725.1	12474.1197225185	35.2771336158525	2.94161719918937e-08	2.22974583698554e-05	1.48649722465703e-07
151	3219	3769	2891	2668	2950	3354	3660	0	1689	9	0	4356	5551	2716	2906	0	240	23	3419	2526	0	0	2	3209	17	0	2547	2508	2632	2394	2536.5	1975.16666666667	1647.12127316289	35.1263025135168	3.06721367828358e-08	2.32494796813895e-05	1.53844955540914e-07
152	101724	98793	86442	71756	104139	108015	84505	0	0	0	55382	85477	151282	48367	75351	0	0	0	108089	77441	0	0	0	67101	0	0	66125	69668	85492	64476	66613	53654.1666666667	45550.6858399356	35.0988739556203	3.09066606885234e-08	2.34272488019008e-05	1.53844955540914e-07
153	23635	22847	23021	22391	21560	24186	24004	0	21522	0	0	35176	43138	14108	23202	0	0	0	22833	24449	0	0	0	19417	0	0	17138	20476	19977	16785	19697	14662.1666666667	12425.298098369	35.0818560555148	3.1053137464063e-08	2.35382781977598e-05	1.53844955540914e-07
154	34317	37164	37065	33335	34883	38787	33608	0	30187	0	0	0	0	17469	35201	0	0	0	34951	36520	0	0	0	30827	0	0	0	26339	29427	0	8734.5	16336	17028.850760016	34.9716820876254	3.20196547680353e-08	2.42708983141708e-05	1.57603235806304e-07
155	3055	4985	5220	3025	5148	5045	971	0	2622	57	2122	2580	5760	2036	3952	4	581	3	4193	3499	0	27	0	4443	29	0	1996	2250	2454	1931	2186	2266.26666666667	1939.42554476272	34.8526293929057	3.31005020945538e-08	2.50901805876717e-05	1.61872132823689e-07
156	29437	41650	41872	27376	39064	45459	21241	0	29988	22973	21021	31888	39269	17654	20588	0	25233	0	45666	28276	0	0	0	27100	0	0	16106	17886	33884	15652	22107	21309.4333333333	15443.6797801099	34.7036939803782	3.45081395351541e-08	2.61571697676468e-05	1.67674165177223e-07
157	46691	45436	48367	38901	34882	48265	53396	0	46691	0	22866	53563	94362	29483	40362	0	0	0	35983	43027	0	0	0	50356	0	0	23974	28885	42021	22613	32182.5	28337.4666666667	24030.6041707069	34.6426233268226	3.51038077929888e-08	2.66086863070855e-05	1.6948207838908e-07
158	0	0	0	0	0	0	0	0	0	39882	0	0	0	0	0	43126	38792	36487	0	0	39539	37436	0	0	34261	30849	0	0	0	0	0	10012.4	16988.1958604527	34.4879314274593	3.66626181155609e-08	2.77902645315952e-05	1.75887750199969e-07
159	173029	168211	155181	159177	162680	186045	167365	0	160749	0	172301	249832	306560	97939	166358	0	87276	113356	180774	160569	0	0	0	136311	0	0	110903	138140	152908	116046	145524	117390.333333333	82682.3880818614	34.1522766791315	4.03066343805195e-08	3.05524288604338e-05	1.92153640631659e-07
160	16215	28048	28710	17104	33248	31669	5516	21	15267	574	10147	16961	30526	9894	21245	0	1142	0	24045	18882	6	0	0	21003	0	0	9238	12149	13100	8933	11148	12454.7666666667	11169.799413762	33.8954720399096	4.33569135862106e-08	3.28645404983477e-05	2.05403378114673e-07
161	28488	24037	20050	22850	28401	30930	2619	0	30307	0	9499	9643	43585	11570	4897	0	0	0	31592	24492	0	0	0	19491	0	0	20307	6509	23706	9422	9571	13413.1666666667	13036.7518513368	33.3693897708365	5.04081009461571e-08	3.82093405171871e-05	2.37325096380044e-07
162	31468	40373	36456	30453	34313	41063	41644	0	40159	0	41271	64211	78408	17506	46648	0	21138	0	36866	33893	0	0	0	33399	0	0	27755	34897	28672	25571	30960.5	26205.4666666667	20741.6531042936	33.2303277613367	5.24712860184944e-08	3.97732348020188e-05	2.4551379507419e-07
163	15119	13200	11513	10858	13604	13374	5260	0	0	0	6313	8045	0	0	0	0	0	0	14933	11254	0	0	0	8759	0	0	7237	4537	11729	7198	4898.5	5431.1	5733.2864520604	32.7918921770836	5.9592181033617e-08	4.51708732234817e-05	2.77121921616452e-07
164	35252	59523	76482	43773	56942	52225	0	40	34626	203	0	0	48217	18082	38408	0	4381	3	47600	45395	9	62	0	37847	55	0	20639	0	28936	20516	19299	22307.2	23766.8364343375	32.3828249784751	6.7178276728012e-08	5.09211337598331e-05	3.10494718047763e-07
165	24036	20912	9101	32441	46028	44659	0	0	19124	0	5635	0	0	15957	0	0	1022	0	33268	11391	0	0	0	0	0	0	113	7387	20022	105	109	9706.7	14119.9635223471	32.0948911251764	7.31370441263476e-08	5.54378794477715e-05	3.35987148168312e-07
166	48388	71151	55988	38287	72426	84389	46928	0	49564	0	38777	50468	114708	25628	54530	0	0	0	67948	51911	0	0	0	50498	0	0	25033	37971	47380	24109	38532	35202.7333333333	30765.2395944798	31.9414454398966	7.65423903536663e-08	5.8019131888079e-05	3.49512842699271e-07
167	42440	38493	34583	39023	45165	42654	40223	0	40435	0	24866	56243	67518	27366	34315	0	20920	24764	40993	39583	14658	0	0	34553	0	0	24031	30553	36811	23409	32434	27453.3	18467.9196448963	31.9116686876619	7.72227308054611e-08	5.85348299505395e-05	3.50507963775686e-07
168	32489	34279	30455	28334	42003	35587	11480	0	21945	0	1031	10446	20746	20318	14054	0	0	0	0	28862	0	0	0	0	0	0	0	5289	26628	0	3160	12131.5333333333	14276.4550529241	31.8805569866185	7.79405162400739e-08	5.9078911309976e-05	3.51660186368905e-07
169	35659	32228	29475	32584	33674	37953	36803	0	33119	0	36399	56225	64990	21999	33061	0	16238	22524	36281	35464	12035	0	0	26498	11279	0	28758	31239	30013	28174	29744	25422.4	16589.2903479406	31.3096477739573	9.24677345457588e-08	7.00905427856851e-05	4.14736939560267e-07
170	23965	22437	21079	21911	20334	24155	22070	0	22264	10407	23895	33581	40871	15126	20962	12875	0	14183	24528	22477	8886	0	0	17576	0	0	18872	19723	19924	18193	19823.5	16676.4666666667	10370.8225515338	31.2422900184609	9.43648076495514e-08	7.152852419836e-05	4.20756024696235e-07
171	21802	19756	24152	20804	19724	22298	2309	0	23762	0	0	5966	33912	12851	3490	0	0	0	22282	22150	0	0	0	16339	0	0	15713	0	19506	4538	5252	10378.4666666667	10782.4414250696	31.0188341124496	1.00963596977384e-07	7.65304065088568e-05	4.47546236893899e-07
172	50988	48638	42298	45550	45383	53130	46162	0	48444	21602	47821	74069	82744	28876	43229	0	0	32063	54487	49478	20107	0	0	35330	19634	0	37261	40660	43037	36828	41479	34927.3	22060.981363031	30.9127861568187	1.04267178605145e-07	7.90345213827001e-05	4.59503031294768e-07
173	9093	6915	0	6739	7378	7412	3476	0	5787	0	0	4741	0	5572	3149	0	0	0	8169	6419	0	0	0	0	0	0	0	0	8274	2545	0	2855.63333333333	3386.23992961508	30.8797368664155	1.05320306758976e-07	7.98327925233039e-05	4.61461228458404e-07
174	76544	69069	62528	60853	56462	75466	52491	0	0	0	30812	66174	101534	32107	47145	0	0	0	79009	48257	0	0	0	54717	0	0	37059	36610	73992	36240	36834.5	36568.9666666667	32012.9369285599	30.6624043033231	1.12536731735418e-07	8.53028426554471e-05	4.90246222157742e-07
175	3523	3377	2964	2898	2989	2779	1931	0	1481	0	1932	0	3410	2547	1360	0	0	0	4522	2580	0	0	0	0	0	0	0	0	2740	0	680	1367.76666666667	1505.90663912048	30.3020356974555	1.2569931038288e-07	9.5280077270223e-05	5.44457584401275e-07
176	160488	160269	158910	138703	131951	171516	234644	0	169783	0	146897	242147	424433	95441	215317	0	0	0	128637	129689	0	0	0	183133	0	0	107787	143038	144985	106350	130820	113137.266666667	99963.107061084	30.1549958873925	1.31536877319535e-07	9.97049530082078e-05	5.66505414819362e-07
177	95007	93811	86526	75730	85694	99108	55152	0	0	0	35589	53413	101983	0	32412	0	0	0	99415	80189	0	0	0	72712	0	0	59507	30279	78149	58210	44501	43096.2	40113.0135048637	30.0327769615633	1.36610743869041e-07	0.000103550943852733	5.85033581088886e-07
178	1909	3340	3063	2007	3132	3003	782	0	1278	0	1299	1774	3813	1087	2729	0	516	0	2543	1851	0	0	0	2674	0	0	1283	1366	1565	1274	1291	1409.6	1211.57291894918	29.6016026932039	1.56258882519615e-07	0.000118444232949868	6.65417039044202e-07
179	36934	34013	32039	33278	32454	37254	14242	0	0	0	2329	20114	0	0	14254	0	0	0	36986	15448	0	0	0	26371	0	0	10495	12309	31045	9937	10216	13316.7333333333	14643.1385837057	29.5718832578997	1.57720719600298e-07	0.000119552305457026	6.67889974620255e-07
180	16796	21634	30346	27159	36910	23688	16599	0	24139	0	1501	0	32897	9270	745	0	0	0	42659	19938	0	0	0	14447	0	0	10193	13874	14953	10077	10135	12260.8333333333	12997.3204747359	29.4545566843067	1.63636852775375e-07	0.000124036734403734	6.89092968909634e-07
181	5664	6761	4413	4894	7652	7595	3212	474	3234	393	2153	5501	6202	4428	353	74	883	629	5006	3231	186	193	205	5888	468	159	6487	3234	4319	6452	3234	3344.76666666667	2630.1158579874	29.0660040658806	1.84993711319858e-07	0.000140225233180452	7.74725045195869e-07
182	828	110	688	120	516	556	3921	0	785	0	3097	4684	5498	159	2678	0	0	0	219	434	0	0	0	1002	0	0	3366	2054	659	3483	475	1161.9	1614.18213197037	29.0138197508958	1.88082834667362e-07	0.00014256678867786	7.83334003724506e-07
183	104336	104688	103156	93623	109326	116753	0	0	0	0	51931	0	0	66931	63280	0	0	0	97435	100750	0	0	0	98663	0	0	62081	47213	93413	49338	48275.5	45430.5666666667	46505.5318620405	28.73845287881	2.05327842015459e-07	0.000155638504247718	8.50483629768951e-07
184	151311	149017	143898	143473	130847	153063	0	0	0	0	65280	0	0	92068	112116	0	0	0	158895	142651	0	0	0	112567	0	0	94390	92235	127208	92392	78674	65380.3666666667	65499.3669895621	28.6377276831232	2.12053702872085e-07	0.000160736706777041	8.73569058570873e-07
185	931	1446	1450	980	1753	1726	0	0	0	0	0	0	0	0	891	0	0	0	1517	997	0	33	0	0	39	10	438	512	762	462	21.5	464.9	613.881565012396	28.4903943952698	2.22321517808454e-07	0.000168519710498808	9.10917354047613e-07
186	51532	50940	46469	47461	48577	58809	49554	24417	50497	20247	50948	77774	89136	31418	46992	0	21891	28992	55839	51034	15934	0	0	38790	15821	0	38102	42919	45351	36803	44135	37874.9	21970.2898107641	28.3692329306622	2.31165657564367e-07	0.00017522356843379	9.42062195880591e-07
187	3940	5227	3182	4296	3552	4864	2364	0	1733	0	0	0	4621	2651	1456	0	0	0	6358	2994	0	0	0	4407	0	0	3661	2005	4081	3542	2184.5	2164.46666666667	2048.37928757033	28.2319409593482	2.41646209317983e-07	0.000183167826663031	9.79507094454711e-07
188	122216	112023	108831	88041	120185	126456	68235	58625	122339	59507	74681	108482	121254	43002	67576	0	66719	79040	142087	121050	47521	0	0	79660	49384	0	72682	62660	101312	71213	73681.5	76492.7	40757.9777485129	27.4758959661725	3.09294135180304e-07	0.00023444495446667	1.24704763014186e-06
189	53136	49182	42561	45550	54252	45810	34049	17990	36598	17302	32400	47862	71654	19337	35266	21060	0	22206	56407	42444	14086	16911	17138	36917	0	17603	32104	25821	45290	29914	33224.5	32695	16948.0017355317	27.1753698348592	3.41609928500992e-07	0.000258940325803752	1.37005463388229e-06
190	12946	11562	12096	10299	8859	13148	20132	0	13082	0	7911	19248	25432	8711	8792	0	6511	0	10963	8285	0	0	0	20684	0	0	11281	6813	14307	8794	8793	8661.86666666667	7139.98045362597	27.1435791226731	3.45234835348653e-07	0.000261688005194279	1.3773052904962e-06
191	7612	7087	7029	7842	6219	7663	0	0	0	0	0	0	0	0	6962	0	0	0	7544	7423	0	0	0	6036	0	0	0	0	6381	0	0	2593.26666666667	3485.69121363061	27.05075450251	3.56057546221639e-07	0.000269891620036002	1.41304513107855e-06
192	82106	80702	80162	75574	80061	87935	68198	37979	76623	31665	72524	105445	134517	46866	79377	38054	33039	43324	87844	78995	24569	32109	31549	64363	24695	31330	57174	64086	68342	56404	66280.5	62520.3666666667	26374.4956473868	26.377552342032	4.4634554980519e-07	0.000338329926752334	1.76213503516841e-06
193	0	0	0	0	0	0	5889	0	0	0	6798	9327	11196	0	5526	0	0	0	0	0	0	0	0	10171	0	0	0	5319	0	8775	0	2100.03333333333	3714.88419537641	26.3433345093543	4.51548316077019e-07	0.00034227362358638	1.77343846417814e-06
194	4	6	2	0	0	0	0	4121	0	2519	0	0	0	0	0	1882	2193	4271	0	0	2993	2555	2872	0	0	0	0	0	0	0	0	780.6	1381.84084117702	26.1143162281745	4.88091966281346e-07	0.00036997371044126	1.90708098165598e-06
195	0	0	0	0	0	0	5665	0	0	0	9119	11266	10191	0	6414	0	0	0	0	0	0	0	0	0	0	0	6556	8329	0	4737	0	2075.9	3679.7617084581	26.0263789010379	5.02957138620772e-07	0.000381241511074545	1.95508467217715e-06
196	23735	17346	9350	16610	21655	22301	15207	0	14483	0	0	0	30526	11677	11199	0	0	0	25607	17407	0	0	0	6795	0	0	14025	19486	18664	13684	11438	10325.2333333333	9732.67037348181	25.9740983264525	5.12024714370222e-07	0.000388114733492628	1.98017721169708e-06
197	26257	24148	21612	24539	26897	26403	22289	10652	23495	9914	23999	35324	41122	16069	21323	11866	10135	13291	26575	25118	10586	0	9435	17827	0	9149	17905	19357	22529	17842	20340	18855.2666666667	9221.44622113014	25.7641823869123	5.50240225233088e-07	0.000417082090726681	2.11269742107912e-06
198	22014	20215	22547	22315	20906	23407	0	0	15142	0	0	5579	35139	9662	5743	0	0	0	25344	22250	0	0	0	19940	0	0	11096	0	17982	15983	7702.5	10508.8	10875.306259342	25.755604834026	5.5186555326341e-07	0.000418314089373665	2.11269742107912e-06
199	279380	244708	225786	210059	314248	278840	108466	0	0	0	104521	0	290830	132108	154467	0	0	0	281374	215980	0	0	0	0	0	0	208478	124200	240180	198691	116333	120410.533333333	118181.344552588	25.3824008043823	6.27826138774966e-07	0.000475892213191424	2.39141815674082e-06
200	7295	11010	9482	5668	9868	9894	3754	0	5010	11	4100	8412	9963	5012	2580	0	0	7	7563	4742	0	2	3	0	0	0	0	5275	5672	0	3927	3844.1	3921.26117423358	25.1701771794576	6.75970414796347e-07	0.000512385574415631	2.56192787207815e-06
201	0	0	0	0	0	0	0	5081	0	4956	0	0	0	0	0	7354	5430	5850	0	0	4903	5404	0	0	15915	9004	0	0	0	0	0	2129.9	3804.14863691262	24.9144565000457	7.39311597129723e-07	0.00056039819062433	2.78805069962353e-06
202	3920	4091	4109	3398	4127	4377	2729	0	3205	0	0	4004	5957	2684	0	0	0	0	4356	3559	0	0	0	3134	0	0	0	2169	3113	0	2426.5	1964.4	1976.21104903925	24.7964106777072	7.70676127359682e-07	0.000584172504538639	2.89194309177544e-06
203	22206	19412	17598	12031	18989	22109	0	0	0	0	0	15854	19262	8376	10382	0	0	0	22600	11718	0	0	0	8425	0	0	9386	9810	18206	9082	8753.5	8514.86666666667	8542.6148412788	24.4518037348773	8.70699280087126e-07	0.000659990054306042	3.2511825335273e-06
204	831	174	515	225	710	802	2966	0	549	32	2943	2903	0	230	2102	0	0	0	404	461	0	0	0	1388	0	0	2784	1872	666	2703	432.5	842	1064.8247386955	24.3209070710449	9.12272699590733e-07	0.000691502706289776	3.38971914847929e-06
205	80025	57842	52176	57974	73106	75292	39336	36016	63086	32645	37441	68578	85106	42022	35386	29145	34718	44434	78655	66342	26252	26719	28754	40142	27783	27036	37592	41612	66485	32475	40877	48139.1666666667	18718.92353979	23.5632128804337	1.19887667155068e-06	0.000908748517035413	4.4329195952947e-06
206	18997	22663	16208	15459	18230	22660	12539	0	12806	0	14580	20616	27137	11410	12773	0	18556	0	14208	16405	0	0	0	21743	0	0	7003	11366	17190	6806	12789.5	11311.8333333333	8670.10203210587	23.424216899317	1.26125648845897e-06	0.000956032418251899	4.64093406918398e-06
